pid,image,session_id,parent_id,command_line,start_s,end_s,duration_s,first_io_s,first_image_s
15824,msedgewebview2.exe,1,14984,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=de --service-sandbox-type=service --video-capture-use-gpu-memory-buffer --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.7840) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 145.0.3800.70)"" --user-data-dir=""C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.34901.0.0 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=3872,i,9654701362994355522,12286303690567182149,524288 --field-trial-handle=1996,i,15680591008812997611,16114425679614372316,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-pr",70.9622728,163.5922129,92.6299401,72.3647527,
15996,ipconfig.exe,0,10616,"""C:\WINDOWS\Sysnative\ipconfig.exe"" /flushdns",71.971668,163.5603739,91.58870590000001,76.24317769999999,
16004,conhost.exe,0,15996,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,72.08447609999999,72.26903,0.1845539000000116,,
16196,msedgewebview2.exe,1,14984,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=de --service-sandbox-type=service --video-capture-use-gpu-memory-buffer --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.7840) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 145.0.3800.70)"" --user-data-dir=""C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.34901.0.0 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=4540,i,5356135203862374992,1752092556454770288,524288 --field-trial-handle=1996,i,15680591008812997611,16114425679614372316,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-pro",73.10793579999999,97.7985528,24.690617000000003,,
16308,backgroundTaskHost.exe,1,1456,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",73.5154127,79.7947287,6.279315999999994,76.76213329999999,
16316,dxgiadaptercache.exe,0,2604,"""C:\WINDOWS\system32\dxgiadaptercache.exe""",73.55091689999999,84.11072519999999,10.5598083,83.6927911,
16336,tlaworker.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe"" TasWorkerServer_02854340",73.6300734,163.5508021,89.9207287,116.0673353,
16368,tlaworker.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe"" TasWorkerServer_02854340",73.6749469,163.5519727,89.8770258,124.52613419999999,
16380,tlaworker.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe"" TasWorkerServer_02854340",73.71447599999999,163.5525438,89.8380678,105.4066915,
1476,tlaworker.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe"" TasWorkerServer_02854340",73.7427886,163.5528449,89.8100563,75.4943272,
1688,tlaworker.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe"" TasWorkerServer_02854340",73.77813069999999,163.5549044,89.7767737,158.8719975,
1696,tlaworker.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe"" TasWorkerServer_02854340",73.83528109999999,163.5552653,89.71998420000001,76.79781899999999,
15848,tlaworker.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe"" TasWorkerServer_02854340",73.8665989,163.5557346,89.6891357,97.02259819999999,
15840,tlaworker.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\tlaworker.exe"" TasWorkerServer_02854340",73.90869529999999,163.5577524,89.64905710000001,87.07202539999999,
15864,ShellExperienceHost.exe,1,1456,"""C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",74.51971259999999,163.5597141,89.04000150000002,76.0116269,
15748,wlrmdr.exe,1,1196, -c -s 0 -f 0 -t Empty -m Empty -a 0 -u Empty,74.96939689999999,163.5630437,88.59364680000002,82.86388529999999,
13608,RuntimeBroker.exe,1,1456,C:\Windows\System32\RuntimeBroker.exe -Embedding,77.1127252,150.8379145,73.72518930000001,77.31462599999999,
13600,SenseCE.exe,0,15284,"""C:\Program Files\Windows Defender Advanced Threat Protection\Classification\SenseCE.exe"" ""1324"" ""1328"" ""CE_{CF6E89F6-303E-4AD6-9A2B-D1DED95DA0A1}"" ""14400"" ""60""",77.1913232,78.62211889999999,1.4307956999999902,,
8444,RuntimeBroker.exe,1,1456,C:\Windows\System32\RuntimeBroker.exe -Embedding,77.7800563,163.5612542,85.78119790000001,78.07731109999999,
7216,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",78.521749,80.31434569999999,1.79259669999999,,
13900,conhost.exe,0,7216,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,79.3224745,80.32272789999999,1.0002533999999912,,
14576,svchost.exe,0,1264,C:\WINDOWS\system32\svchost.exe -k netsvcs -p,80.09940549999999,135.09360850000002,54.99420300000003,80.4647531,
16096,NisSrv.exe,0,1264,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\NisSrv.exe""",80.29683139999999,163.562278,83.2654466,82.61414409999999,
4860,SenseCE.exe,0,15284,"""C:\Program Files\Windows Defender Advanced Threat Protection\Classification\SenseCE.exe"" ""1560"" ""1760"" ""CE_{932EC61A-99E6-4F6D-A104-85431229416A}"" ""14400"" ""60""",81.8405066,163.5635196,81.72301300000001,,
14052,svchost.exe,0,1264,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s SmsRouter,83.10913679999999,163.56451280000002,80.45537600000003,83.2633393,
5004,omadmprc.exe,0,15748,"""C:\WINDOWS\system32\omadmprc.exe""",83.7696769,148.4332335,64.6635566,83.8443655,
13140,ipconfig.exe,0,10616,"""C:\WINDOWS\Sysnative\ipconfig.exe"" /flushdns",85.4874052,163.6061621,78.11875690000001,,
1924,conhost.exe,0,13140,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,85.5809214,85.7749999,0.19407850000000337,,
9644,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",86.4755536,87.1432528,0.6676992000000013,,
15196,conhost.exe,0,9644,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,86.6025684,87.1483624,0.5457940000000008,,
5168,nxtcod.exe,0,4064,"""C:\Program Files\Nexthink\Collector\Coordinator\nxtcod.exe""  ""-r 'HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Nexthink Coordinator\Modules\COD'"" ""-l 0"" ""-p \\.\pipe\coordinator_modular"" ""-f 32""",87.77876289999999,163.56661590000002,75.78785300000003,88.7433114,
7828,nxteufb.exe,0,4064,"""C:\Program Files\Nexthink\Collector\Coordinator\nxteufb.exe""  ""-r 'HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Nexthink Coordinator\Modules\EndUserFeedback'"" ""-l 0"" ""-p \\.\pipe\coordinator_modular"" ""-f 32""",87.87386029999999,163.5675826,75.69372230000002,88.3940932,
12740,conhost.exe,0,5168,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,87.9097087,163.5678154,75.6581067,,
12372,nxtupdater.exe,0,4064,"""C:\Program Files\Nexthink\Collector\Coordinator\nxtupdater.exe""  ""-r 'HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Nexthink Coordinator\Modules\Updater'"" ""-l 0"" ""-p \\.\pipe\coordinator_modular"" ""-f 32""",87.9963598,163.5684419,75.57208210000002,88.12820669999999,
11076,conhost.exe,0,7828,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,88.05562739999999,163.568716,75.5130886,,
7276,conhost.exe,0,12372,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,88.15337079999999,163.56890620000001,75.41553540000002,90.50427219999999,
16764,backgroundTaskHost.exe,1,1456,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",93.99166509999999,95.20832669999999,1.2166615999999948,94.64122889999999,
16872,smartscreen.exe,1,1456,C:\Windows\System32\smartscreen.exe -Embedding,96.35584309999999,163.5715519,67.21570880000002,96.6743628,
16968,SecurityHealthSystray.exe,1,11988,"""C:\Windows\System32\SecurityHealthSystray.exe"" ",96.95089619999999,163.5718717,66.62097550000001,97.2311543,
16992,PGStub.exe,1,11988,"""\\?\C:\Program Files\Avecto\Privilege Guard Client\PGStub.exe"" 0000000000001954",97.2938188,102.2423161,4.9484973,,
17016,SecurityHealthService.exe,0,1264,C:\WINDOWS\system32\SecurityHealthService.exe,97.34825269999999,163.5733796,66.22512690000002,97.3814072,
17024,PGMessageHostExt.exe,1,6632,"""C:\Program Files\Avecto\Privilege Guard Client\PGMessageHostExt.exe"" \\.\pipe\PG_MSGPIPE_d2039bc7-ffc5-4419-81de-9755058ab55d",97.43121769999999,102.24050679999999,4.809289100000001,97.96603599999999,
17116,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",98.0270142,98.85619759999999,0.8291833999999909,,
17132,conhost.exe,0,17116,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,98.12959869999999,98.86123439999999,0.7316356999999982,,
17344,SearchHost.exe,1,1456,"""C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe"" -ServerName:CortanaUI.AppXstmwaab17q5s3y22tp6apqz7a45vwv65.mca",100.2121035,163.5762911,63.364187599999994,101.57580829999999,
16484,cmd.exe,1,11988,"""C:\WINDOWS\system32\cmd.exe""",102.34385209999999,163.5765854,61.23273330000001,122.08472749999999,
13932,conhost.exe,1,16484,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,102.56060559999999,163.5772023,61.01659670000002,104.7522082,
16676,OpenConsole.exe,1,1456,"""C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.23.20211.0_x64__8wekyb3d8bbwe\OpenConsole.exe"" -Embedding",103.12459399999999,163.577617,60.453023000000016,104.42082869999999,
7484,SenseIR.exe,0,7028,"""C:\Program Files\Windows Defender Advanced Threat Protection\SenseIR.exe"" ""OfflineSenseIR"" ""4568"" ""eyJDb21tYW5kSWQiOiIiLCJEb3dubG9hZEZpbGVBY3Rpb25Db25maWciOm51bGwsIkRvd25sb2FkVHJ1c3RlZENlcnRpZmljYXRlc0NoYWlucyI6bnVsbCwiRW5hYmxlU2xlZXBTdXNwZW5zaW9uIjowLCJNYXhXYWl0Rm9yTmV3QWN0aW9uc0luTXMiOjEyNjAwMDAsIk9yZ0lkIjoiIiwiUnVuUHNTY3JpcHRBY3Rpb25Db25maWciOnsiZW5hYmxlIjp0cnVlfSwiYWNjZXB0U2ltdWxhdG9yU2lnbmluZyI6MCwib2ZmbGluZUlyUGlwZUhhbmRsZSI6NDQ2MH0=""",104.1241149,163.57857280000002,59.45445790000002,104.21486709999999,
16756,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",104.8684318,105.62663149999999,0.7581996999999916,,
11952,conhost.exe,0,16756,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,105.0865185,105.63297779999999,0.5464592999999951,117.97523539999999,
13440,msedgewebview2.exe,1,17344,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=SearchHost.exe --webview-exe-version=2125.34901.0.0 --user-data-dir=""C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disable-features=msSmartScreenProtection --edge-webview-enable-mojo-ipcz --enable-features=msEdgeFluentOverlayScrollbar --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.7840) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 145.0.3800.70)"" --lang=de-DE --mojo-named-platform-channel-pipe=17344.16840.950310863042436345 /pfhostedapp:41f2faf693b8409358a7c65dd08a63555da9ce50",105.503857,163.58163910000002,58.07778210000002,107.18598949999999,
13836,dsregcmd.exe,0,2604,"""C:\WINDOWS\System32\dsregcmd.exe"" $(Arg0) $(Arg1) $(Arg2)",106.4060583,108.33110389999999,1.92504559999999,,
13844,conhost.exe,0,13836,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,106.48943689999999,110.6136674,4.12423050000001,,
14344,msedgewebview2.exe,1,13440,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:41f2faf693b8409358a7c65dd08a63555da9ce50 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=145.0.7632.110 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=145.0.3800.70 --initial-client-data=0x17c,0x180,0x184,0x158,0x18c,0x7ffaeb2b0f18,0x7ffaeb2b0f24,0x7ffaeb2b0f30",106.60621769999999,163.5822124,56.975994700000015,,
15652,msedgewebview2.exe,1,13440,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.7840) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 145.0.3800.70)"" --user-data-dir=""C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.34901.0.0 --embedded-browser-webview=1 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --always-read-main-dll --metrics-shmem-handle=1888,i,14649215912267977978,10291266066319972598,262144 --field-trial-handle=2028,i,2785773715165617550,14541415807131844947,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace",107.0762293,163.5838057,56.507576400000005,,
4080,msedgewebview2.exe,1,13440,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=de --service-sandbox-type=none --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.7840) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 145.0.3800.70)"" --user-data-dir=""C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.34901.0.0 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=2232,i,14825330146461886444,4280895046671306310,524288 --field-trial-handle=2028,i,2785773715165617550,14541415807131844947,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-ch",107.20026119999999,163.58504150000002,56.38478030000003,110.40941659999999,
15780,backgroundTaskHost.exe,1,1456,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",108.2557404,110.8138556,2.558115200000003,109.2812015,
16664,msedgewebview2.exe,1,13440,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.7840) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 145.0.3800.70)"" --user-data-dir=""C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.34901.0.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=de --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --js-flags=""--expose-gc --ms-user-locale=de_DE"" --time-ticks-at-unix-epoch=-1772180572225974 --launch-time-ticks=109151844 --always-read-main-dll --metrics-shmem-handle=3584,i,11677914162498446172,18156311831019422302,2097152 --field-trial-handle=2028,i,2785773715165617550,14541415807",108.50928689999999,163.58607700000002,55.076790100000025,112.7142701,
5140,msedgewebview2.exe,1,13440,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=de --service-sandbox-type=service --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.7840) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 145.0.3800.70)"" --user-data-dir=""C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.34901.0.0 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=2420,i,11182585478206994065,12699325249153491916,524288 --field-trial-handle=2028,i,2785773715165617550,14541415807131844947,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platfor",108.7369341,163.5868573,54.84992319999999,,
13444,msedgewebview2.exe,1,13440,"""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.70\msedgewebview2.exe"" --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=de --service-sandbox-type=service --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26100.7840) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26100 IsWebView2/True (WebView2Version 145.0.3800.70)"" --user-data-dir=""C:\Users\zomhecke\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2125.34901.0.0 --embedded-browser-webview=1 --always-read-main-dll --metrics-shmem-handle=4124,i,5110899017635472091,16633975485616489441,524288 --field-trial-handle=2028,i,2785773715165617550,14541415807131844947,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --trace-process-track-uuid=3190708991934122588 --",108.94200129999999,160.4307319,51.488730600000025,,
15248,taskhostw.exe,1,2604,taskhostw.exe $(Arg0),109.05458809999999,163.5873498,54.53276170000001,109.63421349999999,
17168,omadmclient.exe,0,2604,"""C:\WINDOWS\system32\omadmclient.exe"" /serverid ""1CB9CACB-E0DB-406F-A832-2C2FA984AF46"" /lookuptype 1 /initiator 0",110.1198429,125.44091359999999,15.321070699999993,110.33888379999999,
1376,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",111.50722699999999,112.07245289999999,0.5652259000000015,,
15080,conhost.exe,0,1376,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,111.59733929999999,112.08048679999999,0.4831475000000012,,
17112,powershell.exe,0,7484,"C:\WINDOWS\system32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy AllSigned -NoProfile -NonInteractive -Command ""& {if ($ExecutionContext.SessionState.LanguageMode -eq 'FullLanguage') {$OutputEncoding = [Console]::OutputEncoding =[System.Text.Encoding]::UTF8}else {chcp 65001}; &  'C:\ProgramData\Microsoft\Windows Defender Advanced Threat Protection\DataCollection\8824.14770012.0.14770012.14770012-dec5ebcf8f5aaa54009b8d052dc6b4b7b48cb0fd\05f2c576-9ed5-41eb-9b1e-1b653eebfdff.ps1' }""",115.4716481,116.27006399999999,0.7984158999999948,116.1998708,
17064,conhost.exe,0,17112,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,115.80893939999999,116.2737363,0.4647969000000103,,
13972,TrustedInstaller.exe,0,1264,C:\WINDOWS\servicing\TrustedInstaller.exe,117.1837494,163.587956,46.404206599999995,117.46700879999999,
9220,TiWorker.exe,0,1456,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.7839_none_a4f84013776fc963\TiWorker.exe -Embedding,117.6564648,163.588827,45.932362200000014,117.77969359999999,
9208,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",117.99005,118.64470539999999,0.6546553999999958,,
5512,conhost.exe,0,9208,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,118.10269709999999,118.650847,0.5481499000000127,,
16772,svchost.exe,0,1264,C:\WINDOWS\system32\svchost.exe -k netsvcs -p,120.85452169999999,163.5894276,42.7349059,151.3167105,
12532,wpr.exe,1,16484,wpr  stop C:\TEMP\bootLog.etl,122.0890438,122.49965549999999,0.4106116999999898,,
13984,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",124.4083843,125.07768329999999,0.6692989999999952,,
12416,SecEdit.exe,0,3968,"C:\WINDOWS\system32\secedit.exe /quiet /export /cfg ""C:\WINDOWS\TEMP\nexthink_gpo_dump""",124.459441,125.4869203,1.027479299999996,125.2099478,
16940,conhost.exe,0,13984,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,124.5032179,125.0859172,0.5826993000000016,,
16980,conhost.exe,0,12416,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,124.5678662,125.49312549999999,0.9252592999999933,,
6340,omadmclient.exe,0,2604,"""C:\WINDOWS\system32\omadmclient.exe"" /serverid ""906E1477-50EA-43FA-80C5-F8B2A9B683A1"" /lookuptype 1 /initiator 0",125.60176659999999,138.392286,12.790519400000022,127.2830077,
17220,RtkAudUService64.exe,1,11988,"""C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_434f4faf6aa034b3\RtkAudUService64.exe"" -background",127.6720749,163.5906587,35.91858380000001,,
5348,svchost.exe,0,1264,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p,129.39761810000002,163.5914168,34.193798699999974,129.60058080000002,
6060,wpr.exe,1,16484,wpr  -stop C:\TEMP\bootLog.etl,130.1429156,130.8578869,0.714971300000002,130.4820694,
16252,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",130.9002041,131.5074492,0.6072451000000001,,
13132,conhost.exe,0,16252,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,131.007454,131.5126155,0.505161500000014,,
15740,appidpolicyconverter.exe,0,2604,"""C:\WINDOWS\system32\appidpolicyconverter.exe""",132.3413022,134.5918834,2.250581199999999,133.3009863,
16080,conhost.exe,0,15740,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,132.4779488,134.5991735,2.121224699999999,,
12920,SecurityHealthHost.exe,1,1456,\\?\C:\Windows\System32\SecurityHealth\10.0.29510.1001-0\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,135.5164995,136.5182719,1.001772399999993,135.80934290000002,
7456,MpCmdRun.exe,0,7140,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpCmdRun.exe"" -MpCmdRunGetAadToken -UseLastLogonImpersonation",137.2863548,137.8645758,0.5782210000000134,,
5020,conhost.exe,0,7456,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,137.3724389,137.87346870000002,0.5010298000000262,,
13388,sppsvc.exe,0,1264,C:\WINDOWS\system32\sppsvc.exe,137.5785234,163.59219190000002,26.013668500000023,,
2160,wpr.exe,1,16484,wpr  -boottrace -stop C:\TEMP\bootLog.etl,142.8203331,143.08450200000001,0.2641689000000156,,
16264,cysandbox.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\cysandbox.exe"" 1dca861f-3271-4363-879f-b3ac6139afbc",144.8323834,163.5939171,18.7615337,144.8691518,
15788,cysandbox.exe,0,6668,"""C:\Program Files\Palo Alto Networks\Traps\cysandbox.exe"" 839f7d54-d5b7-405f-bf78-8d3a848fe2bf",145.01798870000002,163.5945835,18.57659479999998,145.08685540000002,
8060,svchost.exe,0,1264,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,154.2683731,163.5951148,9.326741700000014,154.81275,
14200,dllhost.exe,1,1456,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},155.5715918,161.24077590000002,5.669184100000024,,
16700,svchost.exe,0,1264,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s fhsvc,155.75227180000002,163.5958848,7.843612999999976,156.1513387,
